Tweets,hash,Score
 rt trumpout2020 se acuerdan del caso ya hace varios años del sheriff texas q fue condenado x abuso contra los inmigrantes…,trumpout2020,-1
 rt fascists like trump use common religion nation tool manipulate public opinion religious rh…,"fascists,trump",1
 rt trumpdictatorship if hashtag true looters would not looting you rioters would not rioting and y…,trumpdictatorship,-1
 rt d’ora poi chi non proverà schifo disprezzo odio per il miliardario poliziotto razzista fascista trump dovrà avere il di…,trump,0
 rt ¡seguirme para mas! anonymous anonymuos anonymousvsconvoy anonymousenelcartel pizzagate pizzagateisreal trump trump…,"anonymous,anonymuos,anonymousvsconvoy,anonymousenelcartel,pizzagate,pizzagateisreal,trump",0
 rt the trumpdictatorship plans use bullets silence us we plan use ballots silence forever,trumpdictatorship,-1
 i beat i remember trump used nixon playbook cheat left right center win blah blah blah,"trump,nixon",-1
 senate democrats announce bill condemning trump orders use tear gas rubber bullets admin 3,trump,0
 rt putin regime forces closely allied trumpdictatorship arresting russian protestors moscow we must…,trumpdictatorship,-1
 rt trumpout2020 trending no explanation needed,trumpout2020,-1
 rt elle trumpisaracistthug trumpdictatorship trumpsterfire,"trumpisaracistthug,trumpdictatorship,trumpsterfire",-1
 rt lt autopromo gt on se retrouve dans à 19h pour parler de la situation aux etatsunis et de trump venez nombreux…,"etatsunis,trump",1
 rt ein antifa account rief bei twitter zu gewalt auf donald trump jr nannte den account als beispiel dafür wie gefähr…,trump,0
 rt do think trumpdictatorship please help retweeting following voting! …,trumpdictatorship,-1
 rt ec ✊🏿✊🏾✊🏼acabo de colaborar con la lt iniciativa mundial contra trump gt bloqueé la cuenta 👇 unamos esta…,trump,1
 trumpout2020,trumpout2020,-1
 rt asked newborn thoughts ⁦@realdonaldtrump⁩ potus trumpdictatorship trumpincitespoop …,"potus,trumpdictatorship,trumpincitespoop",-1
 rt trump asks miserable looking melania smile she hates is repulsed yet continues stand a…,"trump,melania",-1
 rt the trumpdictatorship plans use bullets silence us we plan use ballots silence forever,trumpdictatorship,-1
 rt this child someone's little girl this american dream trumpdictatorship,trumpdictatorship,-1
 rt ¡seguirme para mas! anonymous anonymuos anonymousvsconvoy anonymousenelcartel pizzagate pizzagateisreal trump trump…,"anonymous,anonymuos,anonymousvsconvoy,anonymousenelcartel,pizzagate,pizzagateisreal,trump",0
 rt trumpout2020,trumpout2020,-1
 yea everyone start reporting tweet if going fact check trump on…,trump,0
 rt u s police erupt violence nationwide icantbreathe georgefloyd blacklivesmatter trumpdictatorship civilwar h…,"icantbreathe,georgefloyd,blacklivesmatter,trumpdictatorship,civilwar",-1
 rt u s police erupt violence nationwide icantbreathe georgefloyd blacklivesmatter trumpdictatorship civilwar h…,"icantbreathe,georgefloyd,blacklivesmatter,trumpdictatorship,civilwar",-1
 rt liebe kinder gebt fein acht das hätte auch die afd gemacht trumpdictatorship,trumpdictatorship,-1
 rt says zwei hochrangige facebook ingenieure haben das unternehmen verlassen weil es trump posts zensiert hat …,"facebook,trump",0
 rt au niveau interne comme à l'international trump se plaît à attiser la haine et à mettre le feu aux poudres la colère d…,trump,0
 trump’s response protests draws bipartisan rebuke congress,"trump,bipartisan,congress",-1
 rt ferrigan loves taste russian boots trumpdictatorship 🤢🤢🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮,trumpdictatorship,-1
 nothing makes happier number one trending hashtag trumpout2020,trumpout2020,-1
 rt putin regime forces closely allied trumpdictatorship arresting russian protestors moscow we must…,trumpdictatorship,-1
 kar dawg1 going live again! kar dawg1 cod warzone maga,"cod,warzone,maga",0
 rt trumpdictatorship what dictators common use religion benefit …,trumpdictatorship,-1
 rt tomorrow's cartoon trump racism georgefloyd icantbreathe blacklivesmatter trumpbible …,"trump,racism,georgefloyd,icantbreathe,blacklivesmatter,trumpbible",-1
 rt tomorrow's cartoon trump racism georgefloyd icantbreathe blacklivesmatter trumpbible …,"trump,racism,georgefloyd,icantbreathe,blacklivesmatter,trumpbible",-1
 rt everyone spam police protect protestors respect k pop opfancam icantbreathe georgefloyd trumpdicta…,"opfancam,icantbreathe,georgefloyd",-1
 rt this child someone's little girl 😭 blacklivesmatter trumpdictatorship racialequality,"blacklivesmatter,trumpdictatorship,racialequality",-1
 rt the trumpdictatorship plans use bullets silence us we plan use ballots silence forever,trumpdictatorship,-1
 rt breaking joe biden says we won't allow president silent voices amen! trumpdictatorship,trumpdictatorship,-1
 rt ✊🏿✊🏾✊🏼acabo de colaborar con la lt iniciativa mundial contra trump gt bloqueé la cuenta 👇 unamos esta…,trump,1
 rt people america trump taking fools protests2020,"trump,protests2020",-1
 rt trumpdictatorship,trumpdictatorship,-1
 rt see maga fascism always extreme far right oppressive dictator led regime antifa not thing i…,maga,-1
 rt everyone spam police protect protestors respect k pop opfancam icantbreathe georgefloyd trumpdicta…,"opfancam,icantbreathe,georgefloyd",-1
 rt fuck you 🤬 ✌️ trumpdictatorship,trumpdictatorship,-1
 rt says zwei hochrangige facebook ingenieure haben das unternehmen verlassen weil es trump posts zensiert hat …,"facebook,trump",0
 rt bullshit!!!! blacklivesmatter justiceforgeorge trumpdictatorship,"blacklivesmatter,justiceforgeorge,trumpdictatorship",-1
 rt pfaff trumpdictatorship,trumpdictatorship,-1
 trump decision2020 trumpdeathtoll100k donaldtrump,"trump,decision2020,trumpdeathtoll100k,donaldtrump",0
 trump decision2020 trumpdeathtoll100k donaldtrump,"trump,decision2020,trumpdeathtoll100k,donaldtrump",0
 rt tuesday november 3 united states presidential election 2020 🇺🇸 maga,maga,1
 rt this child someone's little girl this american dream trumpdictatorship,trumpdictatorship,-1
 id2020 billgates trump trump2020 wwg1wga,"id2020,billgates,trump,trump2020,wwg1wga",1
 trumpdictatorship,trumpdictatorship,-1
 wiling protect department store but no ppe no testing support no leadership trumpdictatorship,trumpdictatorship,-1
 rt se lo rieleggono anche questa volta sono dei fenomeni trump anonymus,"trump,anonymus",0
 rt 📺new video here's absolutely does not want see trumpisanidiot trumpdictatorship …,"trumpisanidiot,trumpdictatorship",-1
 rt everyone spam police protect protestors respect k pop opfancam icantbreathe georgefloyd trumpdicta…,"opfancam,icantbreathe,georgefloyd",-1
 rt this child someone's little girl this american dream trumpdictatorship,trumpdictatorship,-1
 rt acabo de colaborar con la lt iniciativa mundial contra trump gt bloqueé la cuenta dorso de la mano con el dedo índice señalando h…,trump,1
 rt this child someone's little girl this american dream trumpdictatorship,trumpdictatorship,-1
 rt this child someone's little girl this american dream trumpdictatorship,trumpdictatorship,-1
 rt tiranos con biblia en mano locos peligrosos dictadores golpistas hablo de trumpdictatorship golpedeestadoenboli…,trumpdictatorship,-1
 bunkerboy bunkerbabytrump blackouttuesday bunkertrump bunkerdon…,"bunkerboy,bunkerbabytrump,blackouttuesday,bunkertrump,bunkerdon",-1
 bunkerboy bunkerbabytrump blackouttuesday bunkertrump bunkerdon…,"bunkerboy,bunkerbabytrump,blackouttuesday,bunkertrump,bunkerdon",-1
 bunkerboy bunkerbabytrump blackouttuesday bunkertrump bunkerdon…,"bunkerboy,bunkerbabytrump,blackouttuesday,bunkertrump,bunkerdon",-1
 maga policefamily armedforcesday nra secondamendment debutysherrif kag bluelinesstrong…,"maga,policefamily,armedforcesday,nra,secondamendment,debutysherrif,kag,bluelinesstrong",0
 cnn cnnfakenews fakenews maga trump2020,"cnn,cnnfakenews,fakenews,maga,trump2020",1
 rt cersei riassunto del discorso di trump cari governatori dem se non vi decidete impiegare la guardia nazionale mando io…,trump,0
 rt handling of riots is a“make break”moment tuckercarlson eviscerates jared kushner puts trump on notice “pres famo…,"tuckercarlson,trump",-1
 rt a picture worth thousands words side side contrast speaks volumes trumpdictatorship trumpisaracis…,trumpdictatorship,-1
 to make police chokeholds illegal across america justiceforgeorgefloyd trumpdictatorship…,"justiceforgeorgefloyd,trumpdictatorship",-1
 to make police chokeholds illegal across america justiceforgeorgefloyd trumpdictatorship…,"justiceforgeorgefloyd,trumpdictatorship",-1
 rt facist dictatortrump trumpdictatorship trumpisafascist,"facist,dictatortrump,trumpdictatorship,trumpisafascist",-1
 rt facist dictatortrump trumpdictatorship trumpisafascist,"facist,dictatortrump,trumpdictatorship,trumpisafascist",-1
 rt trump asks miserable looking melania smile she hates is repulsed yet continues stand a…,"trump,melania",-1
 rt american police fully lost plot policebrutality trumpout2020 trumpincitesviolence,"policebrutality,trumpout2020,trumpincitesviolence",-1
 rt american police fully lost plot policebrutality trumpout2020 trumpincitesviolence,"policebrutality,trumpout2020,trumpincitesviolence",-1
 truly creative blacklivesmatter icantbreath trumpdictatorship trumporamerica trumpout2020,"blacklivesmatter,icantbreath,trumpdictatorship,trumporamerica,trumpout2020",-1
 truly creative blacklivesmatter icantbreath trumpdictatorship trumporamerica trumpout2020,"blacklivesmatter,icantbreath,trumpdictatorship,trumporamerica,trumpout2020",-1
 rt use hashtags like maga and alllivesmatters instead block out their channels instead of our own,"maga,alllivesmatters",-1
 rt he'll anything distract crimes failures trumpdictatorship,trumpdictatorship,-1
 rt trump hat sich einem bunker im weißen haus vor protesten geschützt wir als deutsche können aus erfahrung sagen ab dies…,trump,0
 rt trumpdictatorship,trumpdictatorship,-1
 rt everyone spam police protect protestors respect k pop opfancam icantbreathe georgefloyd trumpdicta…,"opfancam,icantbreathe,georgefloyd",-1
 rt trump2020 maga,"trump2020,maga",1
 rt putin regime forces closely allied trumpdictatorship arresting russian protestors moscow we must…,trumpdictatorship,-1
 rt trumpdictatorship trumpdeathtoll100k trumpout2020 who advises this stupid guy a…,"trumpdictatorship,trumpdeathtoll100k,trumpout2020",-1
 rt trumpdictatorship trumpdeathtoll100k trumpout2020 who advises this stupid guy a…,"trumpdictatorship,trumpdeathtoll100k,trumpout2020",-1
 rt the trumpdictatorship plans use bullets silence us we plan use ballots silence forever,trumpdictatorship,-1
 rt ✊🏿✊🏾✊🏼acabo de colaborar con la lt iniciativa mundial contra trump gt bloqueé la cuenta 👇 unamos…,trump,1
 rt feel trumpout2020 history repeating open eyes!,trumpout2020,-1
 rt says zwei hochrangige facebook ingenieure haben das unternehmen verlassen weil es trump posts zensiert hat …,"facebook,trump",0
 rt people screaming trumpdictatorship one votes bigger government every single time,trumpdictatorship,-1
 rt ✊🏿✊🏾✊🏼acabo de colaborar con la lt iniciativa mundial contra trump gt bloqueé la cuenta 👉 unamos esta i…,trump,1
 trumpdictatorship,trumpdictatorship,-1
 rt the trumpdictatorship plans use bullets silence us we plan use ballots silence forever,trumpdictatorship,-1
 rubberbullets teargas maga impeachbarr flushtheturdnovember3rd,"rubberbullets,teargas,maga,impeachbarr,flushtheturdnovember3rd",0
 the truth set free 👇👇👇👇👇👇 maga wwg1wga qanon,"maga,wwg1wga,qanon",1
 rt l'ultimo atto è questo stanotte trump si è dichiarato pronto schierare l'esercito contro cittadini serve ascolto …,trump,0
 once use teargas war violation genevaconvention trumpdictatorship…,"teargas,genevaconvention,trumpdictatorship",-1
 blacklivematters no justice no peace trump no justice no peace mineapolisprotests no justice no peace…,"blacklivematters,trump,mineapolisprotests",1
 rt dear trump remember tweet 😂 fakedemkcracy 😂 blacklivesmattter trumpdictatorship,"fakedemkcracy,blacklivesmattter,trumpdictatorship",-1
 rt ein antifa account rief bei twitter zu gewalt auf donald trump jr nannte den account als beispiel dafür wie gefähr…,trump,0
 rt próximamente el pueblo norteamericano tendrá que elegir uno de los dos sádicos trump joebiden esa es la democracia de e…,"trump,joebiden",0
 rt putin regime forces closely allied trumpdictatorship arresting russian protestors moscow we must…,trumpdictatorship,-1
 rt everyone spam police protect protestors respect k pop opfancam icantbreathe georgefloyd trumpdicta…,"opfancam,icantbreathe,georgefloyd",-1
 rt ✊🏿✊🏾✊🏼acabo de colaborar con la lt iniciativa mundial contra trump gt bloqueé la cuenta 👇 unamos…,trump,1
 zusammenfassungdestages 😉😉😉 trump beendet einen tweet mit dem klammerhinweis thank president trump! 🙈 kan…,"zusammenfassungdestages,trump",1
 rt dear trump remember tweet 😂 fakedemkcracy 😂 blacklivesmattter trumpdictatorship,"fakedemkcracy,blacklivesmattter,trumpdictatorship",-1
 rt trump acting like u s secret service gestapo,trump,1
 rt bill bar almost end reign terror america win trumpdictatorship,trumpdictatorship,-1
 rt trump hat sich einem bunker im weißen haus vor protesten geschützt wir als deutsche können aus erfahrung sagen ab dies…,trump,0
 black lives matter blackouttuesday bluelivesmatter nra keepamericagreat bluelinesstrong womenfortrump…,"blackouttuesday,bluelivesmatter,nra,keepamericagreat,bluelinesstrong,womenfortrump",1
 rt i’m lockedandloaded ready rockandroll 👍💥 any patriots withme maga masa ❤️🇺🇸,"lockedandloaded,rockandroll,patriots,withme,maga,masa",1
 rt i'll voting trumpdictatorship november 3rd who's 🌊,trumpdictatorship,-1
 could obama come back pls trumpdictatorship,trumpdictatorship,-1
 anonymuos trumpout2020 difunde para que no lo borren,"anonymuos,trumpout2020",-1
 rt american police fully lost plot policebrutality trumpout2020 trumpincitesviolence,"policebrutality,trumpout2020,trumpincitesviolence",-1
 rt american police fully lost plot policebrutality trumpout2020 trumpincitesviolence,"policebrutality,trumpout2020,trumpincitesviolence",-1
 anyone wants name linked beyond redemption trumpresignnow…,trumpresignnow,-1
 rt kommentar der endlose kampf um gleichheit den usa racism floyd trump obama realdonaldtrump …,"gleichheit,usa,racism,floyd,trump,obama,realdonaldtrump",-1
 rt fuck you 🤬 ✌️ trumpdictatorship,trumpdictatorship,-1
 rt oh get off! how dare you! trumpisaracist trumpisanationaldisgrace trumpdictatorship…,"trumpisaracist,trumpisanationaldisgrace,trumpdictatorship",-1
 rt oh get off! how dare you! trumpisaracist trumpisanationaldisgrace trumpdictatorship…,"trumpisaracist,trumpisanationaldisgrace,trumpdictatorship",-1
 rt samsonico mort de georgefloyd donne les statistiques des personnes tuées par la police en 2017 457 blancs 223 n…,georgefloyd,-1
 the latest techs in sec! thanks trump ai,"trump,ai",1
 rt look he's trying figure open trumpdictatorship,trumpdictatorship,-1
 rt american police fully lost plot policebrutality trumpout2020 trumpincitesviolence,"policebrutality,trumpout2020,trumpincitesviolence",-1
 rt american police fully lost plot policebrutality trumpout2020 trumpincitesviolence,"policebrutality,trumpout2020,trumpincitesviolence",-1
 this man stand white supremacists but not peaceful protesters! trumpincitesviolence…,trumpincitesviolence,-1
 rt patriot president trump 2020 our gre…,"president,trump",0
 maga trump2020 trumphasnoplan wants sad anyone votes blind sh…,"maga,trump2020,trumphasnoplan",1
 maga trump2020 trumphasnoplan wants sad anyone votes blind sh…,"maga,trump2020,trumphasnoplan",1
 rt ks americaortrump police ease protest instead using violence americans trump anom…,"americaortrump,trump",-1
 rt remove trump 🤡 25thamendmentbeforewealldie dumptrump trumpdictatorship,"25thamendmentbeforewealldie,dumptrump,trumpdictatorship",-1
 rt putin regime forces closely allied trumpdictatorship arresting russian protestors moscow we must…,trumpdictatorship,-1
 trump's fingerprints george floyd's neck trump trumpdepression trumppandemic voteblue…,"trump,trumpdepression,trumppandemic,voteblue",0
 rt everyone spam police protect protestors respect k pop opfancam icantbreathe georgefloyd trumpdicta…,"opfancam,icantbreathe,georgefloyd",-1
 rt this child someone's little girl this american dream trumpdictatorship,trumpdictatorship,-1
 rt liebe kinder gebt fein acht das hätte auch die afd gemacht trumpdictatorship,trumpdictatorship,-1
 it’s fu ked see boris standing side side oppressors not condoning trump actions no care h…,"boris,trump",-1
 rt the trumpdictatorship plans use bullets silence us we plan use ballots silence forever,trumpdictatorship,-1
 rt american police fully lost plot policebrutality trumpout2020 trumpincitesviolence,"policebrutality,trumpout2020,trumpincitesviolence",-1
 rt american police fully lost plot policebrutality trumpout2020 trumpincitesviolence,"policebrutality,trumpout2020,trumpincitesviolence",-1
 rt fuck you 🤬 ✌️ trumpdictatorship,trumpdictatorship,-1
 rt leavitt here's four forms lowlife amp scum trumpdictatorship tuesdaythoughts,"trumpdictatorship,tuesdaythoughts",-1
 farage breitbart poll😂😂😂😂😂😂😂 not going bias going trumpdictatorship trumpout2020,"trumpdictatorship,trumpout2020",-1
 farage breitbart poll😂😂😂😂😂😂😂 not going bias going trumpdictatorship trumpout2020,"trumpdictatorship,trumpout2020",-1
 rt when trump elected i believed fellow republicans would hold accountable i thought judiciary would kee…,trump,0
 complete asshole fake news maga trump2020 kag2020,"maga,trump2020,kag2020",1
 rt instead tagging blm blackout posts hashtag maga and silence their voices instead,maga,0
 yesterday dc! dixieprole blacklivesmatter trumpdictatorship,"dixieprole,blacklivesmatter,trumpdictatorship",-1
 rt is wall talking years bunkertrump trumpdictatorship cowardinchief,"bunkertrump,trumpdictatorship,cowardinchief",-1
 rt is wall talking years bunkertrump trumpdictatorship cowardinchief,"bunkertrump,trumpdictatorship,cowardinchief",-1
 rt desde 🇪🇨 ✊🏿✊🏾✊🏼acabo de colaborar con la lt iniciativa mundial contra trump gt bloqueé la cuenta unamos esta iniciati…,trump,1
 check michaelangelo's video! tiktok dicklessrapist trumpdictatorship,"tiktok,dicklessrapist,trumpdictatorship",-1
 rt dear trump remember tweet 😂 fakedemkcracy 😂 blacklivesmattter trumpdictatorship,"fakedemkcracy,blacklivesmattter,trumpdictatorship",-1
 rt liberals voted somalia lawlessness how’s hangover minneapolis trumpdictatorship,trumpdictatorship,-1
 modernamericancivilwar fracturedstatesofamerikkka trumptraitor trumpdictatorship trumpincitesviolence…,"modernamericancivilwar,fracturedstatesofamerikkka,trumptraitor,trumpdictatorship,trumpincitesviolence",-1
 modernamericancivilwar fracturedstatesofamerikkka trumptraitor trumpdictatorship trumpincitesviolence…,"modernamericancivilwar,fracturedstatesofamerikkka,trumptraitor,trumpdictatorship,trumpincitesviolence",-1
 rt the trumpdictatorship plans use bullets silence us we plan use ballots silence forever,trumpdictatorship,-1
 trumpdictatorship like not sign americans the apprentice better late never guess,trumpdictatorship,-1
 rt u s police erupt violence nationwide icantbreathe georgefloyd blacklivesmatter trumpdictatorship civilwar h…,"icantbreathe,georgefloyd,blacklivesmatter,trumpdictatorship,civilwar",-1
 rt u s police erupt violence nationwide icantbreathe georgefloyd blacklivesmatter trumpdictatorship civilwar h…,"icantbreathe,georgefloyd,blacklivesmatter,trumpdictatorship,civilwar",-1
 rt hi trump trumpdictatorship,"trump,trumpdictatorship",-1
 rt hi trump trumpdictatorship,"trump,trumpdictatorship",-1
 rt lashes into greatdivider fanning ‘the flames hate’ that’s trump w…,"greatdivider,trump",0
 buddhism christianity jewish islam americans nativeamericans democrat mormons trump…,"buddhism,christianity,jewish,islam,americans,nativeamericans,democrat,mormons,trump",0
 rt putin regime forces closely allied trumpdictatorship arresting russian protestors moscow we must…,trumpdictatorship,-1
 rt blacking racist hashtags alllivesmatter bluelivesmatter maga trump trump2020 ✌🏻,"alllivesmatter,bluelivesmatter,maga,trump,trump2020",1
 rt blacking racist hashtags alllivesmatter bluelivesmatter maga trump trump2020 ✌🏻,"alllivesmatter,bluelivesmatter,maga,trump,trump2020",1
 rt blacking racist hashtags alllivesmatter bluelivesmatter maga trump trump2020 ✌🏻,"alllivesmatter,bluelivesmatter,maga,trump,trump2020",1
 rt blacking racist hashtags alllivesmatter bluelivesmatter maga trump trump2020 ✌🏻,"alllivesmatter,bluelivesmatter,maga,trump,trump2020",1
 rt 😂😂😂😂😂 godspeed patriots ❤️ themoreyouknow inittogether trump2020 wwg1wga wearethenewsnow thebestisyettocome maga go…,"themoreyouknow,inittogether,trump2020,wwg1wga,wearethenewsnow,thebestisyettocome,maga",1
 trumpincitesviolence bunkerpresident americaortrump trumpdictatorship biden2020,"trumpincitesviolence,bunkerpresident,americaortrump,trumpdictatorship,biden2020",-1
 trumpincitesviolence bunkerpresident americaortrump trumpdictatorship biden2020,"trumpincitesviolence,bunkerpresident,americaortrump,trumpdictatorship,biden2020",-1
 trumpincitesviolence bunkerpresident americaortrump trumpdictatorship biden2020,"trumpincitesviolence,bunkerpresident,americaortrump,trumpdictatorship,biden2020",-1
 blackouttuesday applemusic trumpdictatorship nickelodeon govote wendysisover westernsaharaunseld cristobal…,"blackouttuesday,applemusic,trumpdictatorship,nickelodeon,govote,wendysisover,westernsaharaunseld,cristobal",-1
 rt clandestino blackouttuesday blackoutday2020 trumpdictatorship,"blackouttuesday,blackoutday2020,trumpdictatorship",-1
 rt feel trumpout2020 history repeating open eyes!,trumpout2020,-1
 rt must read!! wow you are truly the greatest leader!!! wwg1wga maga unitedwestand transitiontogr…,"wwg1wga,maga,unitedwestand",1
 creo que ya sabemos porque el hijo de trump no sonríe anomymous anonymousvsconvoy blacklivesmatter,"trump,anomymous,anonymousvsconvoy,blacklivesmatter",-1
 rt this child someone's little girl this american dream trumpdictatorship,trumpdictatorship,-1
 rt it’s kinda fun trigger trump covididiots remind obama great president rump can’t ev…,"trump,covididiots",1
 rt blacking racist hashtags alllivesmatter bluelivesmatter maga trump trump2020 ✌🏻,"alllivesmatter,bluelivesmatter,maga,trump,trump2020",1
 rt blacking racist hashtags alllivesmatter bluelivesmatter maga trump trump2020 ✌🏻,"alllivesmatter,bluelivesmatter,maga,trump,trump2020",1
 rt blacking racist hashtags alllivesmatter bluelivesmatter maga trump trump2020 ✌🏻,"alllivesmatter,bluelivesmatter,maga,trump,trump2020",1
 rt blacking racist hashtags alllivesmatter bluelivesmatter maga trump trump2020 ✌🏻,"alllivesmatter,bluelivesmatter,maga,trump,trump2020",1
 rt domestic terrorist antifa america trump,trump,-1
 rt lashes into greatdivider fanning ‘the flames hate’ that’s trump w…,"greatdivider,trump",0
 rt this child someone's little girl this american dream trumpdictatorship,trumpdictatorship,-1
 shocking amp shameful the new goal magas make america gulag again trumpdictatorship blacklivesmatter,"trumpdictatorship,blacklivesmatter",-1
 rt mp trump smile no matter much hate trump that's nothing compared melania feels trumpdictatorship htt…,trumpdictatorship,-1
 rt same shit different decade trumpout2020,trumpout2020,-1
 rt nra trump needed hundreds officers protecting top regular secret service work courage go acro…,trump,1
 pathetic trumpincitesviolence trumpdictatorship trumpresignnow,"trumpincitesviolence,trumpdictatorship,trumpresignnow",-1
 pathetic trumpincitesviolence trumpdictatorship trumpresignnow,"trumpincitesviolence,trumpdictatorship,trumpresignnow",-1
 pathetic trumpincitesviolence trumpdictatorship trumpresignnow,"trumpincitesviolence,trumpdictatorship,trumpresignnow",-1
 rt look he's trying figure open trumpdictatorship,trumpdictatorship,-1
 rt sniper secret service secretservice sniper trump police riots washington,"secretservice,sniper,trump,police,riots,washington",-1
 tell like is! maga walkawayfromdemocrats qarmy …,"maga,walkawayfromdemocrats,qarmy",1
 rt american police fully lost plot policebrutality trumpout2020 trumpincitesviolence,"policebrutality,trumpout2020,trumpincitesviolence",-1
 rt american police fully lost plot policebrutality trumpout2020 trumpincitesviolence,"policebrutality,trumpout2020,trumpincitesviolence",-1
 i especially liked trump gassed peaceful protestors could p…,trump,1
 rt dear trump remember tweet 😂 fakedemkcracy 😂 blacklivesmattter trumpdictatorship,"fakedemkcracy,blacklivesmattter,trumpdictatorship",-1
 trumpout2020,trumpout2020,-1
 rt ein antifa account rief bei twitter zu gewalt auf donald trump jr nannte den account als beispiel dafür wie gefähr…,trump,0
 rt breaking joe biden says we won't allow president silent voices amen! trumpdictatorship,trumpdictatorship,-1
 rt 1992 eeuu 🇺🇸 dos palabras ⚠️ racismo total ⚠️ blacklivesmatter trumpout2020 plomo19 tuiterosactivosnicaragua redfsln…,"eeuu,blacklivesmatter,trumpout2020,plomo19,tuiterosactivosnicaragua,redfsln",-1
 melania tries say cheese but whole thing looks cheesy trumpdictatorship trumpincitesviolence,"trumpdictatorship,trumpincitesviolence",-1
 melania tries say cheese but whole thing looks cheesy trumpdictatorship trumpincitesviolence,"trumpdictatorship,trumpincitesviolence",-1
 rt trump asks miserable looking melania smile she hates is repulsed yet continues stand a…,"trump,melania",-1
 rt everyone spam police protect protestors respect k pop opfancam icantbreathe georgefloyd trumpdicta…,"opfancam,icantbreathe,georgefloyd",-1
 rt everyone spam police protect protestors respect k pop opfancam icantbreathe georgefloyd trumpdicta…,"opfancam,icantbreathe,georgefloyd",-1
 trump's wearing girdle donaldtrump obesetrump trumpisobese trumpismorbidlyobese trumpdictatorship…,"trump,donaldtrump,obesetrump,trumpisobese,trumpismorbidlyobese,trumpdictatorship",-1
 trump's wearing girdle donaldtrump obesetrump trumpisobese trumpismorbidlyobese trumpdictatorship…,"trump,donaldtrump,obesetrump,trumpisobese,trumpismorbidlyobese,trumpdictatorship",-1
 trump's wearing girdle donaldtrump obesetrump trumpisobese trumpismorbidlyobese trumpdictatorship…,"trump,donaldtrump,obesetrump,trumpisobese,trumpismorbidlyobese,trumpdictatorship",-1
 rt the trumpdictatorship plans use bullets silence us we plan use ballots silence forever,trumpdictatorship,-1
 serveandprotect maga policefamily armedforcesday nra secondamendment debutysherrif kag bluelinesstrong…,"serveandprotect,maga,policefamily,armedforcesday,nra,secondamendment,debutysherrif,kag,bluelinesstrong",0
 rt i'll voting trumpdictatorship november 3rd who's 🌊,trumpdictatorship,-1
 rt wenn ich trump wäre würde ich dir jetzt antworten „kümmere dich um deinen eigenen scheiss ihr steckt bis zum halse drin“,trump,0
 rt georgefloyd de minneapolis à hong kong trump et xijinping frères jumeaux en répression via …,"georgefloyd,trump,xijinping",-1
 rt georgefloyd de minneapolis à hong kong trump et xijinping frères jumeaux en répression via …,"georgefloyd,trump,xijinping",-1
 trump evangelikale macht gruselig und ungeschminkt,"trump,evangelikale,macht",0
 rt man kann von d trump halten man mag – hier liegt er richtig auch deutschland muss sich die erkenntnis durchsetzen dass…,trump,-1
 rt trumpdictatorship what dictators common use religion benefit …,trumpdictatorship,-1
 rt weidel us präsident trump stuft antifa als terrororganisation ein richtige entscheidung die auch deutschland längst über…,"trump,antifa,terrororganisation",-1
 rt handling of riots is a“make break”moment tuckercarlson eviscerates jared kushner puts trump on notice “pres famo…,"tuckercarlson,trump",-1
 rt dear trump remember tweet 😂 fakedemkcracy 😂 blacklivesmattter trumpdictatorship,"fakedemkcracy,blacklivesmattter,trumpdictatorship",-1
 rt dear trump remember tweet 😂 fakedemkcracy 😂 blacklivesmattter trumpdictatorship,"fakedemkcracy,blacklivesmattter,trumpdictatorship",-1
 dictator' trump's threat deploy military raises spectre fascism,"trump,fascism",-1
 rt the maga patriot express 🚂@askmorenorman 1️⃣6️⃣8️⃣,maga,0
 rt putin regime forces closely allied trumpdictatorship arresting russian protestors moscow we must…,trumpdictatorship,-1
 woooohooo!!!! trump 2020 maga kag redwave godwins,"maga,kag,redwave,godwins",0
 rt this child someone's little girl this american dream trumpdictatorship,trumpdictatorship,-1
 rt this child someone's little girl this american dream trumpdictatorship,trumpdictatorship,-1
 rt oggi provo spiegare quanto sta avvenendo negli usa con gli antifascista alla guida delle proteste contro trump p…,"usa,antifascista,trump",0
 rt próximamente el pueblo norteamericano tendrá que elegir uno de los dos sádicos trump joebiden esa es la democracia de e…,"trump,joebiden",0
 rt tweets de trump chez facebook la fronde s'organise contre la position de mark zuckerberg http…,"trump,zuckerberg",0
 for corrupt ad bill barr ordering tear gas peaceful americans par course trumpdictatorship,trumpdictatorship,-1
 rt this child someone's little girl this american dream trumpdictatorship,trumpdictatorship,-1
 rt illa read shit now! anonymous exposed court documents trump epstien child sex lawsuit,"anonymous,trump,epstien",-1
 rt trumpdictatorship what dictators common use religion benefit …,trumpdictatorship,-1
 rt trump asks miserable looking melania smile she hates is repulsed yet continues stand a…,"trump,melania",-1
 rt this child someone's little girl this american dream trumpdictatorship,trumpdictatorship,-1
 rt everyone spam police protect protestors respect k pop opfancam icantbreathe georgefloyd trumpdicta…,"opfancam,icantbreathe,georgefloyd",-1
 mark zuckerberg il numero uno di facebook si è detto disgustato dai commenti di trump sulle proteste per geor…,"zuckerberg,facebook,trump",0
 rt the cop literally put baton hand get reason torture anonymous trumpdictatorship dictat…,"anonymous,trumpdictatorship",-1
